noteId,tweetId,note_count
1841656091169652752,1841460386182369405,3302
1730687338127188240,1730537042746966132,3294
1696262138946347242,1696255528853282835,3291
1724107463568306229,1723726800587804789,3291
1691134914953990383,1690932695432613889,3272
1787980935587058081,1787955936562475362,3272
1661099737938796552,1661030695244800000,3257
1796691572630667372,1796665674535711051,3257
1679319580831883264,1676131678962733056,3255
1743408858020839598,1743279608248836530,3254
1832448220011598190,1832118332994007173,3254
1640026483438780416,1639988583863042050,3253
1817923950166360242,1817840161889157464,3248
1816106455440974193,1816078350659494130,3216
1738389743061111218,1738297492549070953,3214
1878147695086592376,1878116054523584605,3197
1817180642331046022,1816974609637417112,3196
1738380204152652171,1738301405633384645,3184
1724689235217944929,1724454205014814964,3171
1871049786650194356,1870820637532712978,3168
1692232858851762280,1691840638197563622,3159
1733799198170976425,1733768479323377978,3150
1797812880622125260,1797588425610351103,3133
1846704188828361113,1846314615501672847,3133
1802980468016533626,1802901572357075175,3127
1860486804790526222,1860430056851398887,3123
1862929424334586041,1862908198677614972,3112
1732470085413929052,1732447178491109411,3110
1728772343366123773,1728656531162632530,3109
1652153125480923137,1652148858770661376,3107
1644057977769345025,1644048875160760330,3106
1851332505913172424,1851304705491894700,3106
1679995924892794882,1679519177789386752,3103
1745801867949396422,1745773637238661545,3100
1700456999614292433,1699878517914181755,3097
1659236375223304192,1657804757963259904,3081
1760782212792807773,1760536038173213132,3079
1680690419816857605,1680683725460238339,3077
1848935211305996657,1848867373740396657,3075
1803079763940004274,1802845460702298338,3074
1793350321780977946,1793310557065330784,3069
1733426809507615167,1733080446672457775,3064
1824429832756924627,1824210973668118650,3064
1730726457284944176,1730537042746966132,3050
1666458713551454209,1666445335751737344,3047
1695247377811345617,1694983705738240414,3044
1717783779043909714,1717426334551421369,3039
1785644140300025878,1785386376755900611,3035
1834063791757099064,1833902617258270912,3030
1688330206438678905,1688293375315750912,3026
1675925972154200065,1675782124413022209,3020
1711843365053178362,1711793142742073573,2997
1841817659282997398,1841783506315432233,2991
1839998694524911960,1839977582445347159,2988
1760784658172956924,1760536038173213132,2986
1856808771537772560,1856783252071354727,2976
1617120380048609280,1616809591928688641,2962
1714435355510755411,1714348326412243119,2959
1845560786103713997,1845162179475144897,2958
1666616867551674369,1666559226184093696,2957
1681666380725190656,1681641469734711298,2954
1706118848116646303,1706088368587616681,2954
1811802699526000967,1811699711591489637,2952
1751142669064265819,1751130327060246599,2951
1747875473705898315,1464401149721731080,2949
1817120284224454904,1816974609637417112,2928
1842715714035101698,1842637728946544839,2925
1772673002481602613,1772637057883471925,2920
1874632863364092093,1874576453922115992,2920
1692219415218040984,1691914649665716665,2913
1717929681201082558,1717828483022258379,2909
1738611579606687754,1738609900748427314,2903
1829589081841713385,1829544169469038814,2901
1846689424463314989,1846605254864888180,2896
1870993300032823457,1870893077721735196,2882
1872145007584620985,1872016465211040003,2879
1639346770663596044,1639187461577363456,2878
1716621630313553932,1716457180189085834,2877
1651632291716685825,1651548970714365957,2876
1738611096708092206,1738609900748427314,2872
1649148005025476621,1649078794706092036,2869
1708988303926862198,1708886230492967428,2863
1779951149040156790,1779358921796243863,2858
1863412986129314272,1796665674535711051,2828
1727107233727799766,1726986614591885484,2827
1810771893609513453,1810692857415573668,2826
1687662263262691429,1680972504171700224,2824
1823043452621185077,1823033048109367549,2823
1743370174462398500,1743309019706757387,2821
1816633789386310072,1816601862654586964,2821
1868977645595295849,1868684998687199663,2813
1732476720798658662,1732447178491109411,2812
1778117325864030387,1778019319428866371,2809
1588609482900193280,1588538640401018880,2805
1735589811912876494,1735564647997030632,2796
1842340823805174023,1842156500006936673,2792
1797507831664365966,1797484719556202499,2787
1816644579216539879,1816601862654586964,2785
1819118875906015665,1817679186519007472,2776
1860050251924566046,1859958242144874607,2772
1739373900868571547,1739200824172044411,2757
1711435820110958953,1711340677571674567,2747
1682198518784733185,1682188050485616640,2738
1776592429119942959,1776318841221521692,2737
1662277209699282950,1661894568445640706,2736
1820811733927178376,1820784815815160260,2731
1733244801309381090,1732484292553343158,2730
1766474310175392118,1766314798088614251,2725
1744488344900534767,1743838073123991896,2723
1655174285785268225,1654892093892853765,2709
1684018114441236481,1683856594881384449,2709
1740265798428667942,1739921126212661713,2709
1828567157971513408,1828558004301508855,2703
1653770758102093825,1653749253720666115,2702
1820920594738684285,1820838625245880634,2701
1715698066651545754,1715692424415039616,2700
1777491616594346333,1777390873518489613,2698
1879394895720521757,1879371397518213198,2698
1678043639266832384,1678020221431607298,2697
1686830736324665346,1686720736625315840,2697
1812260430624305259,1812256998588662068,2694
1753833477634691565,1753705528067338582,2689
1876583144977318198,1876482120195219463,2688
1606653816123842560,1606517541920276481,2685
1866291031433515371,1866177083485073754,2685
1741697103838028062,1741205558890217558,2647
1734519127476404253,1734419564044370429,2641
1679500020163444737,1659141916326531073,2632
1621294094587658241,1621274764651143169,2626
1863431143049384390,1863385858977542321,2624
1816092735129977086,1816078350659494130,2618
1733931642224611505,1733872505524257093,2614
1653145624626298884,1653129034132336640,2609
1782588446831509588,1782538050641318301,2607
1816093980561404184,1816078350659494130,2605
1656814042751664137,1656791099858362371,2603
1714612962063966611,1714342122185191596,2603
1686904597414080512,1686872565531230208,2596
1740458051818164478,1740453666321232151,2596
1851786543578648988,1851676343223685626,2593
1777472416832278689,1777390873518489613,2591
1759288803414376633,1759244288724967505,2580
1765872393262862619,1765782698361061886,2565
1859657802991665497,1859656862628708737,2563
1807630763405484426,1807515956618420416,2562
1688509462200610925,1688495165793771520,2561
1762134072145428697,1762129191019991284,2556
1689374378222374992,1689310274774269952,2553
1735058176951959556,1734720954952020330,2552
1795474803803001271,1795148896269713446,2547
1811734667856376165,1811699711591489637,2546
1727994758344172029,1726937954080170289,2536
1832318092959002991,1832124997026173144,2535
1680023590341861376,1640213209000062976,2532
1690014422444457988,1688469427569020928,2531
1791543363596095787,1791290593760657916,2529
1851439941366042929,1851436643498037614,2526
1630018506224721920,1629964651797573635,2524
1797811710625272214,1797588425610351103,2522
1654863564946001925,1654644652593512448,2520
1846060572900462651,1846006129953833365,2519
1760630486529962325,1760580254920212640,2518
1875057082317078880,1875050089305252190,2516
1643946520994099200,1643865671791411202,2513
1740081782056243355,1739846639810998731,2513
1875576544636080259,1875292910255796392,2509
1777614494509801973,1777390873518489613,2504
1690111303267024953,1689962394787745793,2503
1728007843859619904,1728004068507787294,2497
1820408365719363629,1820392481168437495,2496
1854962176265474326,1854953886328799588,2492
1642568291083321346,1642562600377409537,2485
1824000170633138212,1823639305807429838,2484
1671906041129304068,1671591856222642176,2483
1839529416751517928,1839151840342270234,2481
1843037422461813195,1843023165167120885,2477
1863389623759613974,1796665674535711051,2466
1873501648229732542,1873337306633187697,2456
1724484183194575303,1724094361204392388,2455
1726359308282089823,1726352120922964277,2453
1670777325426823168,1670210561966047233,2449
1733948440244076624,1733768770542309850,2444
1624735149299466242,1624403626973179905,2443
1698222392483721724,1697866427234234816,2443
1738936716495327432,1738816087620288812,2443
1863455872577663453,1796665674535711051,2443
1727331206235058220,1727322506275516637,2441
1742474536384385351,1742445767812596000,2441
1851715244202275135,1851404181778604352,2441
1847943307114008745,1847383043209908336,2437
1737840640346718398,1737831341981565074,2433
1603138866885672960,1603041749408124930,2432
1659518438862213120,1659491718721335297,2427
1802249653506699608,1802159821594230954,2426
1859423323777794228,1859343019327226088,2416
1679013318357286912,1678862199547199489,2412
1866321247606608298,1866002414081548424,2412
1671683633692790786,1671525705279062018,2410
1738394087265292558,1738301405633384645,2407
1777431339702141064,1777390873518489613,2406
1855753377520443877,1855476295272153326,2406
1769249508691742803,1769102618213638350,2405
1871461123016507593,1871452287874555971,2405
1831365452045676646,1831352507592855721,2403
1817563138037891204,1817008755231588586,2402
1823075661952565330,1823033048109367549,2395
1800289769622011991,1800265431078551973,2393
1846019212902330623,1845986757096972309,2391
1880337175071670291,1880334350044012843,2391
1731860956588761116,1731850373281792075,2390
1707919920225276407,1707826104759705760,2383
1852335794809164050,1852292100844621974,2383
1722114054385471521,1721568075022061811,2381
1701460149477757235,1701448896692830445,2378
1760982959660610021,1760922689756402014,2377
1833823067778273559,1833820318369976683,2374
1835085755691286760,1834972486309396844,2374
1689713419375517799,1689703457169543169,2372
1740296365102825646,1740210964446753134,2372
1687816552031162663,1686720736646291456,2370
1742173734142874108,1742162931184476490,2369
1728969363670147241,1728950835084747159,2368
1740362506223435980,1740210964446753134,2368
1806731580209279123,1806521190086742516,2368
1680688649653059584,1679880659232518144,2365
1857105055452971159,1857035164381020246,2365
1820849694396031414,1820838625245880634,2360
1799364396671766843,1799289563955003626,2354
1645556559093833729,1629875258202390528,2353
1803423106163216578,1803396275733234004,2351
1742275421914173751,1742261273520198080,2349
1842656548398518647,1842653680870506735,2347
1755194106081419668,1754939251257475555,2346
1659262134860267520,1657918241614774275,2341
1687335304867287040,1687191149369245696,2341
1830214997324239230,1830083563795935430,2340
1770296708100223306,1770141899770261872,2338
1714758012521386213,1714342122185191596,2335
1733821630449668329,1733581286256607619,2333
1856521380793123209,1856502912551158049,2332
1820826734771470574,1820474741008056815,2329
1840670376759800151,1840505980892692908,2327
1853935518838350140,1853904959412338963,2324
1822860102413828324,1822566125235773946,2316
1679176167423721477,1679115558262898691,2312
1690592086008160410,1690280047050125312,2311
1815195125120663787,1815170761361125478,2311
1691543921178943553,1691456977376006145,2309
1690283194342662459,1690042791395569681,2307
1766325560719114645,1766314798088614251,2305
1819037204821541192,1819007216214573268,2305
1847920592508399818,1847617878108889120,2304
1705341673805348899,1705323228724363615,2303
1814767402892337631,1814752157838499923,2303
1681996683926966273,1681859343220899840,2302
1604305992182910977,1604247306034978818,2298
1853893990174892471,1853874621897912671,2297
1879831088798818329,1879802284546408610,2291
1633867059695058951,1633779516559466497,2289
1689928851118534771,1689584797478432768,2289
1790617818138112062,1790357775572459801,2283
1686707097545670656,1686469182974562304,2279
1728220344920727968,1719585181403926890,2279
1696797926553436478,1696778499711959209,2278
1728024607553167422,1726937954080170289,2278
1796689165515391002,1796665674535711051,2278
1653797334512283650,1653749253720666115,2277
1682326631426441216,1681987546895777794,2276
1704954121701167394,1704668479259820413,2276
1747477985353949262,1747255511744122993,2275
1651791523552395266,1651121963643838468,2274
1765476962611380644,1765465735822725277,2273
1646231107065479187,1646228065071292416,2272
1697371993476051206,1697330818098569676,2272
1775076443321434239,1774869779641422289,2269
1686923274889117696,1686750748015767552,2265
1821772562780844322,1821559747717529834,2264
1852105387912368470,1852053175408222345,2263
1756626155421991362,1756346339409965246,2260
1669097371073150977,1669093189670641665,2259
1742830986511978500,1742724063917695089,2257
1831782118008975759,1831764074432249973,2256
1851016064332701961,1850346392172048635,2256
1862680898753196486,1862630240062693597,2256
1867688321419473012,1867677154042888278,2254
1677935853317017600,1677808425244446720,2252
1651618890370400256,1651602599345373186,2245
1660635309275529216,1660265063595270145,2245
1816891913334890809,1816832670766367060,2244
1689312405661130863,1689310274774269952,2243
1842278394454835647,1842266446325248269,2242
1767377125743427660,1767305062966034902,2239
1772651134659805569,1772610455619416451,2237
1745610166718870005,1745490760986976698,2233
1780089198105727199,1779878392805945428,2230
1867726882877452349,1867677154042888278,2230
1693636183085941154,1666384755829665795,2228
1853527609210294562,1853137643179278466,2226
1842060356728062341,1842039774359462324,2223
1732905779366072472,1731064949458477199,2222
1801628318921376254,1801608113428086816,2219
1853481780625744156,1853243657568297205,2219
1659286427870326809,1657918241614774275,2218
1877174814055727542,1876761415752593667,2217
1670032267899535361,1669705153316880385,2213
1841834099465674850,1841767283162775893,2209
1738080391184159178,1737838264881729630,2205
1743142767394742646,1743135421641736658,2203
1682750844637425665,1682713935269748736,2201
1815203070491415007,1551984522685829120,2200
1869703908769022106,1869608111998128134,2197
1732512230787150331,1732481722627899671,2193
1692213309305704622,1691914649665716665,2192
1817156169250546095,1816974609637417112,2187
1847404916962447493,1847298517225640186,2186
1677077210321113088,1676976843688235012,2184
1693288785419595859,1693257643056624009,2181
1672225061779001345,1672191806363283456,2172
1649126628767694862,1649067595562188803,2170
1695087292304527841,1695013405063541173,2169
1738389862619779374,1738296369532514374,2167
1685837108815319040,1682208852874526723,2164
1877806101477089286,1877803883990221079,2154
1656087703492894721,1656075786045014016,2153
1673917865097928705,1673847515114815494,2151
1605815194143272961,1605796110664028160,2150
1754822104082456999,1754623037738045874,2150
1671380343926956032,1671360746670678018,2145
1697769538803413153,1697486382837407787,2143
1787098596099183029,1786809682574586151,2142
1732082157743390799,1732078642547605825,2140
1691768086012072206,1690958118375800832,2138
1846207847861772608,1845993766441644386,2138
1779903529496236452,1779878392805945428,2137
1849443015342932238,1849429076009779448,2132
1864454057491886365,1864448384326881713,2128
1852381132597133395,1852292100844621974,2127
1865258563377205252,1863074026773471529,2126
1801170941323702314,1800809796503003170,2120
1809340822950932551,1809310761933525304,2117
1863575393384738953,1863529034891620411,2116
1820722553616494677,1820702629712080906,2115
1854135809248473180,1853992062519038129,2113
1849553883443396810,1848756207970095105,2112
1843083773703004246,1842670619462447306,2111
1846050983194841199,1837200093189132526,2110
1841200384674853120,1841165266832490925,2108
1785662428790866354,1785636351330713667,2104
1785911539922534689,1785871243469828285,2103
1753197400498262085,1753063037852844291,2102
1723765162262315419,1723352537825243541,2101
1687094915229265920,1686872565531230208,2098
1818351039474508132,1818334908382588985,2098
1840185530174321076,1839863179402166340,2096
1733571609766535225,1733560867692961959,2094
1854116381568151962,1853985554981081131,2092
1741147195573674430,1740800596003914193,2088
1660030736764739589,1659908483280515074,2087
1756451582340677904,1756377920254218556,2087
1846022414980788526,1845993766441644386,2086
1688213705312604377,1688070417834192896,2085
1877509018421280860,1877455096100884503,2085
1743189575965569269,1743140664722743538,2081
1589295834776092673,1589286485504696320,2080
1791980056916721749,1791775920854057064,2079
1807152046866645250,1806996662726033481,2079
1846605104113131967,1846560735347757058,2079
1802167078843031783,1802159821594230954,2078
1724423371360706897,1724224528740463099,2076
1835666459588264067,1835624167187636717,2076
1605404778070216704,1605382382294421505,2071
1681895345645830145,1681799181168701440,2071
1712850436716122467,1712793185108340930,2070
1842944295877152788,1842939559036018920,2069
1683842146791727112,1683575392844619777,2067
1740142193698857312,1739489244429648211,2067
1681480270485295104,1681471672455663618,2062
1841319823227408882,1841023166992576549,2060
1851490810753102205,1851436643498037614,2058
1677684782921297926,1677589675849191424,2056
1818997049007686011,1818979704319156500,2056
1722480333319536797,1722423523271159919,2054
1652137397952430081,1652033449363120128,2051
1694445706755310072,1691751415230972181,2051
1720602841004359715,1720425168257098233,2050
1878284446262075594,1878203590197862416,2048
1682634377195388930,1682406287555055618,2047
1847563485569569040,1847494500727333216,2047
1879837365738385874,1879689616694927535,2046
1742580484411109815,1742523621921399103,2045
1655955546749427712,1655797302567526402,2044
1658898689765822464,1658502707370508291,2044
1845057555954847790,1844748930216587467,2044
1803412770500604298,1803396275733234004,2043
1690179053452759079,1688432255000039424,2040
1741843300859216256,1741777786476622005,2039
1854526808424858080,1854457963773096266,2035
1641413316571697155,1641403121082441730,2033
1696367759255290066,1696253567097622708,2033
1729294075377955070,1729251787259978177,2033
1769174190811492414,1769065852878323764,2031
1833834145643962879,1833709773168259290,2029
1616452794084466688,1616451045244248064,2028
1769937158981214716,1768062932951150857,2028
1651373564040282112,1651267717968670720,2024
1742163492181090513,1742066601443418230,2018
1770302844857434572,1770172621042114713,2013
1750751548643369396,1750368177173737914,2010
1857176372344398104,1857161854570655918,2006
1682149503875313664,1680841262604382209,2004
1820837707708334379,1820808211999473780,2002
1867270572779950083,1867236661173612567,2000
1659327855359131649,1659319725359345665,1999
1842353990908190847,1841872801633903068,1997
1691362867306537018,1691340192001486849,1995
1859621057784586386,1859483544612913376,1995
1682415964476850177,1682395517526081537,1994
1841186404715676119,1841167889191112704,1994
1847357590596149608,1847298517225640186,1994
1864803364040790428,1864273505879249086,1994
1856828213412204841,1856814212041117843,1992
1675870668276252672,1675267337367216130,1989
1718409568391192783,1717725673228570770,1989
1852384202152378583,1852292100844621974,1988
1857125293191733681,1857102825903227262,1988
1659599098247520256,1659552178720178179,1986
1783867136043045340,1783731034330185905,1986
1878398825552842822,1878236431534927941,1985
1857221574358962514,1856942575673827582,1984
1676914175636021249,1676828974801100800,1983
1783826260243988810,1781094859132289464,1983
1730954152929271968,1730949376904688046,1981
1783985359308595642,1782480678703026503,1981
1781848825058992131,1781779896580088222,1978
1799399027618070586,1799289563955003626,1978
1806675439693562290,1806571244168655325,1976
1844792991015379090,1844397137238327624,1976
1835490813104513367,1835469925126644145,1975
1729308376469753950,1729251787259978177,1973
1682902231182610433,1682718155658117120,1972
1699028807620124701,1698909743203688941,1972
1738610586131247495,1738609900748427314,1972
1766097393806872939,1765727676307026183,1972
1601567065323851776,1601417806666309632,1970
1853381705890984406,1853246284599050378,1970
1732488528854995305,1732471238734258281,1967
1740427345423696238,1740232864581759337,1966
1669166902164492289,1669110284240445447,1965
1745623424372777173,1655783651731460096,1962
1866166638271254919,1866159486978637890,1962
1668230186897137664,1668083952039362561,1959
1639423573939847171,1639375297970855937,1954
1845637506760405074,1845518920201261256,1954
1759891211220070605,1759797909531562002,1951
1654554496628817922,1654549104087691270,1950
1754490945150816420,1754459182412222481,1950
1727422945687966114,1727351051177824594,1949
1686003977270484992,1685923416866775040,1948
1754661439812337918,1754459182412222481,1948
1794435568178286932,1794361884717506920,1947
1796553791430398177,1796489813660668088,1945
1673728636875333632,1673662699018788870,1943
1824649558137397576,1824521657882480761,1943
1652270528445530118,1652147832034590721,1937
1738610863374786609,1738609900748427314,1937
1850914123581976966,1850897847136534559,1937
1682187300569239552,1682009804175458304,1936
1689958859123663175,1689098212123312128,1936
1821659053329715268,1821652334914531486,1935
1766409216028213355,1765782698361061886,1934
1662146337339588617,1662123796038553600,1931
1654737574164873219,1654719593762439168,1928
1877089141684609518,1877022130665083186,1928
1686689225989619712,1686682690223738882,1923
1799088753136517304,1799030407792619609,1922
1871329414639968525,1871248672404439303,1922
1806430623495848246,1806409460073553986,1921
1620536622881345537,1620507509688774659,1920
1846212721441952167,1837200093189132526,1918
1854946901780500839,1854892679831720330,1917
1659253829844574231,1658161888902135808,1915
1859618289489674711,1859483544612913376,1915
1835495544388534571,1835469925126644145,1914
1673748064392327170,1673744027521368073,1910
1682022262189477888,1681534717043277824,1910
1661890286195204102,1661839132140642313,1909
1738610215518454109,1738609900748427314,1904
1846031849207824595,1845946839276622047,1904
1686864485737431041,1686697596239392769,1903
1809664070796063109,1809603294269980965,1903
1839153197157601391,1838825640700567559,1902
1684859734925410309,1682331587633901568,1898
1848875553442697238,1848873068929946043,1897
1880286148108411224,1880271367569895830,1897
1713093266735091977,1672427763956068358,1896
1711066643915530370,1710982865477914676,1894
1729245585645981843,1729166833520177256,1894
1740216148581658900,1740181926936519156,1894
1680885616794386434,1680876803492130816,1891
1864531258950160640,1864382690885292476,1891
1681144059992354816,1680768642202607617,1889
1668011239241404416,1667942869519269890,1888
1653772384975962113,1653749253720666115,1887
1733797244619427891,1733581286256607619,1885
1849170209204019357,1849136797877493961,1885
1857593510687551633,1857556186964668563,1881
1732490105305067608,1732447178491109411,1879
1681109843992518657,1681086126138748941,1877
1787589693921468457,1787569100782457234,1876
1866122285104640137,1866094543797678588,1876
1871581482952581226,1871292108453339189,1876
1766839068099330453,1766608423112597578,1875
1790698832113828318,1790589622558593171,1874
1806007224105685193,1805996713053696331,1874
1688144631777673615,1687837297754980352,1872
1763041783322161273,1763009734607843777,1870
1659504737710997505,1659491718721335297,1869
1728262767801782454,1719585181403926890,1868
1871349600126398936,1871292108453339189,1868
1646994109222010880,1646707146090840064,1867
1739388858846835070,1739019500446462276,1867
1683591554483761152,1683473267934240775,1865
1727630105395281934,1727453250784227570,1865
1723480379053502895,1723364923290374566,1864
1724270157294674343,1724096856450544093,1859
1841472395439206659,1841346121949401372,1859
1681381687534706688,1680938525561323521,1858
1808487296582484037,1808096911544705295,1857
1652936592611237889,1652827525746229248,1856
1673929324947283969,1673847515114815494,1855
1625507745393672195,1624521546982121472,1854
1851649622344679593,1851284338505404874,1854
1741831322690334827,1741745214996598906,1853
1738314166438375864,1738159069850968534,1848
1846671627318346199,1846605254864888180,1846
1637451785999613954,1637216823698681856,1845
1833941115185365242,1833841364913496480,1845
1851439712067899813,1851436643498037614,1845
1847660264398999861,1847551467562885350,1843
1811815458124791878,1811087604806472156,1839
1827038742600634542,1826830976510517445,1839
1694429803884036557,1694360846879633413,1838
1685133805412384768,1685079158869942272,1834
1710667887780766004,1710652739007484359,1834
1836452264640229763,1836445017822437538,1832
1689639435963716030,1689592998072582145,1830
1735513639782896027,1735234629895139479,1828
1843806041177248254,1843622443660812371,1827
1871070192358543523,1870820637532712978,1826
1588364748172791808,1588358056177385472,1825
1802923105670562229,1802479787060932722,1825
1815277177551618111,1815193874366640591,1825
1742186295848247349,1741967652363383022,1824
1824524669191590041,1824219029919219923,1823
1866163544930365801,1866159486978637890,1822
1730627176481907198,1730289068762919121,1821
1818686203958342069,1818666012952477989,1820
1603159087113506816,1603147868877078528,1819
1878274645947810168,1878203590197862416,1818
1663310175573245952,1662127367039651840,1817
1852390656657760649,1852209432878342308,1817
1688086907241062557,1686720736671436801,1815
1841903327048532160,1841722671685345308,1815
1836191015939481778,1836177025822064640,1814
1877806304565059967,1877803883990221079,1813
1709152774045290729,1709020921900433779,1812
1852427204719706455,1852209432878342308,1811
1854574229573841283,1854204873341849626,1810
1802453083722535109,1802127167666470921,1808
1805714318861754391,1805668256088572089,1803
1806842741839810603,1806758633230709017,1803
1858173508590915865,1858141263415116258,1802
1806767332293022107,1806746426904379543,1797
1830047684763242501,1829915590468731167,1796
1812162520251334973,1812075811857396034,1795
1844458575948636279,1844314679146852622,1795
1714589572200304695,1714342122185191596,1793
1737754906747191598,1737308538953945188,1793
1864912070111826070,1864722051270877364,1793
1820609783071678518,1820608446007267472,1792
1661871030497837063,1661786898438795282,1790
1812278228884615257,1812257581655531669,1790
1854526186124181593,1854015641218355621,1790
1695908418500845692,1695833612497600786,1789
1823047165406818355,1823034723867713700,1787
1777606959111504125,1777390873518489613,1786
1772345726153994400,1772321715713982730,1785
1776058071338361296,1775954183939567752,1785
1877060983660724377,1877022130665083186,1785
1709031694085304431,1708886230492967428,1784
1836189716237996242,1836095864672006420,1783
1586173660250923008,1586153339640766464,1782
1789606471753245134,1789375833888502196,1782
1657254509859553280,1657146248850288640,1780
1817460445302661609,1817008755231588586,1780
1723235169530761406,1722777676790821297,1779
1722619570027167996,1722561334858961025,1778
1743475328495002006,1743379435418734836,1773
1645446853071126530,1644405311082491905,1770
1761913858246283270,1761854831663427719,1770
